"Hospital Name","Provider Number","State","Measure Name","Number of Discharges","Footnote","Excess Readmission Ratio","Predicted Readmission Rate","Expected Readmission Rate","Number of Readmissions","Start Date","End Date"
OCONEE REGIONAL MEDICAL CENTER,110150,GA,Heart Failure (HF) 30-Day Readmissions,193,,0.9234,23.2,25.1,40,7/1/2008,6/30/2011
OCONEE REGIONAL MEDICAL CENTER,110150,GA,Pneumonia (PN) 30-Day Readmissions,188,,0.9423,18.2,19.3,31,7/1/2008,6/30/2011
PERRY HOSPITAL,110153,GA,Acute Myocardial Infarction (AMI) 30-Day Readmissions,11,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
PERRY HOSPITAL,110153,GA,Heart Failure (HF) 30-Day Readmissions,105,,0.9302,24.2,26.0,21,7/1/2008,6/30/2011
PERRY HOSPITAL,110153,GA,Pneumonia (PN) 30-Day Readmissions,210,,1.0276,18.8,18.3,41,7/1/2008,6/30/2011
NORTHSIDE HOSPITAL,110161,GA,Acute Myocardial Infarction (AMI) 30-Day Readmissions,51,,1.0239,21.6,21.1,12,7/1/2008,6/30/2011
NORTHSIDE HOSPITAL,110161,GA,Heart Failure (HF) 30-Day Readmissions,135,,0.9572,22.7,23.7,28,7/1/2008,6/30/2011
NORTHSIDE HOSPITAL,110161,GA,Pneumonia (PN) 30-Day Readmissions,184,,1.0270,16.6,16.2,32,7/1/2008,6/30/2011
PHOEBE NORTH,110163,GA,Acute Myocardial Infarction (AMI) 30-Day Readmissions,21,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
PHOEBE NORTH,110163,GA,Heart Failure (HF) 30-Day Readmissions,141,,0.9910,22.4,22.6,31,7/1/2008,6/30/2011
PHOEBE NORTH,110163,GA,Pneumonia (PN) 30-Day Readmissions,159,,0.9845,16.2,16.5,25,7/1/2008,6/30/2011
"COLISEUM MEDICAL CENTERS, LLC, DBA",110164,GA,Acute Myocardial Infarction (AMI) 30-Day Readmissions,213,,0.9285,16.4,17.7,32,7/1/2008,6/30/2011
"COLISEUM MEDICAL CENTERS, LLC, DBA",110164,GA,Heart Failure (HF) 30-Day Readmissions,547,,1.0509,25.2,24.0,141,7/1/2008,6/30/2011
"COLISEUM MEDICAL CENTERS, LLC, DBA",110164,GA,Pneumonia (PN) 30-Day Readmissions,263,,1.0759,19.4,18.1,55,7/1/2008,6/30/2011
SOUTHERN REGIONAL MEDICAL CENTER,110165,GA,Acute Myocardial Infarction (AMI) 30-Day Readmissions,134,,0.9394,17.6,18.7,21,7/1/2008,6/30/2011
SOUTHERN REGIONAL MEDICAL CENTER,110165,GA,Heart Failure (HF) 30-Day Readmissions,464,,1.0524,25.4,24.1,121,7/1/2008,6/30/2011
SOUTHERN REGIONAL MEDICAL CENTER,110165,GA,Pneumonia (PN) 30-Day Readmissions,203,,1.0345,18.3,17.7,39,7/1/2008,6/30/2011
REDMOND REGIONAL MEDICAL CENTER,110168,GA,Acute Myocardial Infarction (AMI) 30-Day Readmissions,591,,0.9931,17.6,17.8,104,7/1/2008,6/30/2011
REDMOND REGIONAL MEDICAL CENTER,110168,GA,Heart Failure (HF) 30-Day Readmissions,952,,0.9893,23.5,23.7,223,7/1/2008,6/30/2011
REDMOND REGIONAL MEDICAL CENTER,110168,GA,Pneumonia (PN) 30-Day Readmissions,349,,0.8600,15.4,17.9,46,7/1/2008,6/30/2011
DOCTORS HOSPITAL,110177,GA,Acute Myocardial Infarction (AMI) 30-Day Readmissions,48,,0.9403,17.7,18.8,6,7/1/2008,6/30/2011
DOCTORS HOSPITAL,110177,GA,Heart Failure (HF) 30-Day Readmissions,235,,1.0241,24.9,24.3,60,7/1/2008,6/30/2011
DOCTORS HOSPITAL,110177,GA,Pneumonia (PN) 30-Day Readmissions,189,,1.0214,17.9,17.6,35,7/1/2008,6/30/2011
EMORY-ADVENTIST HOSPITAL,110183,GA,Acute Myocardial Infarction (AMI) 30-Day Readmissions,8,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
EMORY-ADVENTIST HOSPITAL,110183,GA,Heart Failure (HF) 30-Day Readmissions,91,,1.1404,24.5,21.5,30,7/1/2008,6/30/2011
EMORY-ADVENTIST HOSPITAL,110183,GA,Pneumonia (PN) 30-Day Readmissions,120,,1.0473,17.2,16.4,23,7/1/2008,6/30/2011
WELLSTAR DOUGLAS HOSPITAL,110184,GA,Acute Myocardial Infarction (AMI) 30-Day Readmissions,37,,0.9015,19.8,21.9,3,7/1/2008,6/30/2011
WELLSTAR DOUGLAS HOSPITAL,110184,GA,Heart Failure (HF) 30-Day Readmissions,315,,1.0630,26.4,24.9,87,7/1/2008,6/30/2011
WELLSTAR DOUGLAS HOSPITAL,110184,GA,Pneumonia (PN) 30-Day Readmissions,270,,1.0819,19.2,17.7,56,7/1/2008,6/30/2011
"DOCTORS HOSPITAL, INC",110186,GA,Acute Myocardial Infarction (AMI) 30-Day Readmissions,10,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
"DOCTORS HOSPITAL, INC",110186,GA,Heart Failure (HF) 30-Day Readmissions,178,,0.9984,23.6,23.7,42,7/1/2008,6/30/2011
"DOCTORS HOSPITAL, INC",110186,GA,Pneumonia (PN) 30-Day Readmissions,151,,0.9956,17.4,17.5,26,7/1/2008,6/30/2011
CHESTATEE REGIONAL HOSPITAL,110187,GA,Acute Myocardial Infarction (AMI) 30-Day Readmissions,9,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
CHESTATEE REGIONAL HOSPITAL,110187,GA,Heart Failure (HF) 30-Day Readmissions,95,,1.0209,25.0,24.5,25,7/1/2008,6/30/2011
CHESTATEE REGIONAL HOSPITAL,110187,GA,Pneumonia (PN) 30-Day Readmissions,149,,1.0474,19.1,18.3,31,7/1/2008,6/30/2011
FANNIN REGIONAL HOSPITAL,110189,GA,Acute Myocardial Infarction (AMI) 30-Day Readmissions,13,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
FANNIN REGIONAL HOSPITAL,110189,GA,Heart Failure (HF) 30-Day Readmissions,159,,1.0598,24.9,23.5,43,7/1/2008,6/30/2011
FANNIN REGIONAL HOSPITAL,110189,GA,Pneumonia (PN) 30-Day Readmissions,199,,1.0713,18.8,17.5,41,7/1/2008,6/30/2011
FLINT RIVER HOSPITAL,110190,GA,Acute Myocardial Infarction (AMI) 30-Day Readmissions,11,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
FLINT RIVER HOSPITAL,110190,GA,Heart Failure (HF) 30-Day Readmissions,58,,0.9566,21.7,22.7,10,7/1/2008,6/30/2011
FLINT RIVER HOSPITAL,110190,GA,Pneumonia (PN) 30-Day Readmissions,63,,0.9140,15.2,16.7,5,7/1/2008,6/30/2011
PIEDMONT HENRY HOSPITAL,110191,GA,Acute Myocardial Infarction (AMI) 30-Day Readmissions,86,,1.0147,21.4,21.1,19,7/1/2008,6/30/2011
PIEDMONT HENRY HOSPITAL,110191,GA,Heart Failure (HF) 30-Day Readmissions,558,,1.0630,24.8,23.3,142,7/1/2008,6/30/2011
PIEDMONT HENRY HOSPITAL,110191,GA,Pneumonia (PN) 30-Day Readmissions,320,,0.9663,16.8,17.4,52,7/1/2008,6/30/2011
EASTSIDE MEDICAL CENTER,110192,GA,Acute Myocardial Infarction (AMI) 30-Day Readmissions,87,,0.9756,20.7,21.2,17,7/1/2008,6/30/2011
EASTSIDE MEDICAL CENTER,110192,GA,Heart Failure (HF) 30-Day Readmissions,447,,0.9991,23.5,23.5,105,7/1/2008,6/30/2011
EASTSIDE MEDICAL CENTER,110192,GA,Pneumonia (PN) 30-Day Readmissions,347,,1.0271,18.3,17.8,65,7/1/2008,6/30/2011
DONALSONVILLE HOSPITAL INC,110194,GA,Acute Myocardial Infarction (AMI) 30-Day Readmissions,1,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
DONALSONVILLE HOSPITAL INC,110194,GA,Heart Failure (HF) 30-Day Readmissions,52,,0.9518,20.8,21.9,8,7/1/2008,6/30/2011
DONALSONVILLE HOSPITAL INC,110194,GA,Pneumonia (PN) 30-Day Readmissions,161,,0.9454,14.2,15.0,20,7/1/2008,6/30/2011
NORTH FULTON REGIONAL HOSPITAL,110198,GA,Acute Myocardial Infarction (AMI) 30-Day Readmissions,63,,1.0082,21.7,21.5,14,7/1/2008,6/30/2011
NORTH FULTON REGIONAL HOSPITAL,110198,GA,Heart Failure (HF) 30-Day Readmissions,273,,0.9301,22.1,23.7,56,7/1/2008,6/30/2011
NORTH FULTON REGIONAL HOSPITAL,110198,GA,Pneumonia (PN) 30-Day Readmissions,372,,0.9290,16.6,17.9,58,7/1/2008,6/30/2011
HUGHSTON HOSPITAL,110200,GA,Acute Myocardial Infarction (AMI) 30-Day Readmissions,0,17,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
HUGHSTON HOSPITAL,110200,GA,Heart Failure (HF) 30-Day Readmissions,3,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
HUGHSTON HOSPITAL,110200,GA,Pneumonia (PN) 30-Day Readmissions,1,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
COLISEUM NORTHSIDE HOSPITAL,110201,GA,Acute Myocardial Infarction (AMI) 30-Day Readmissions,11,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
COLISEUM NORTHSIDE HOSPITAL,110201,GA,Heart Failure (HF) 30-Day Readmissions,146,,1.0144,24.1,23.7,36,7/1/2008,6/30/2011
COLISEUM NORTHSIDE HOSPITAL,110201,GA,Pneumonia (PN) 30-Day Readmissions,126,,1.0255,16.4,16.0,22,7/1/2008,6/30/2011
WESLEY WOODS GERIATRIC HOSPITAL,110203,GA,Acute Myocardial Infarction (AMI) 30-Day Readmissions,4,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
WESLEY WOODS GERIATRIC HOSPITAL,110203,GA,Heart Failure (HF) 30-Day Readmissions,63,,0.9540,21.8,22.8,11,7/1/2008,6/30/2011
WESLEY WOODS GERIATRIC HOSPITAL,110203,GA,Pneumonia (PN) 30-Day Readmissions,115,,0.9618,15.6,16.3,16,7/1/2008,6/30/2011
NORTH GEORGIA MEDICAL CENTER,110205,GA,Acute Myocardial Infarction (AMI) 30-Day Readmissions,12,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
NORTH GEORGIA MEDICAL CENTER,110205,GA,Heart Failure (HF) 30-Day Readmissions,80,,1.0588,24.5,23.1,23,7/1/2008,6/30/2011
NORTH GEORGIA MEDICAL CENTER,110205,GA,Pneumonia (PN) 30-Day Readmissions,67,,0.9942,16.9,17.0,11,7/1/2008,6/30/2011
TURNING POINT HOSPITAL,110209,GA,Acute Myocardial Infarction (AMI) 30-Day Readmissions,0,17,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
TURNING POINT HOSPITAL,110209,GA,Heart Failure (HF) 30-Day Readmissions,0,17,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
TURNING POINT HOSPITAL,110209,GA,Pneumonia (PN) 30-Day Readmissions,0,17,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
PIEDMONT FAYETTE HOSPITAL,110215,GA,Acute Myocardial Infarction (AMI) 30-Day Readmissions,183,,0.7993,15.8,19.8,20,7/1/2008,6/30/2011
PIEDMONT FAYETTE HOSPITAL,110215,GA,Heart Failure (HF) 30-Day Readmissions,523,,0.8595,20.0,23.3,96,7/1/2008,6/30/2011
PIEDMONT FAYETTE HOSPITAL,110215,GA,Pneumonia (PN) 30-Day Readmissions,449,,0.9167,15.9,17.4,67,7/1/2008,6/30/2011
SOUTH FULTON MEDICAL CENTER,110219,GA,Acute Myocardial Infarction (AMI) 30-Day Readmissions,27,,0.9661,20.1,20.8,4,7/1/2008,6/30/2011
SOUTH FULTON MEDICAL CENTER,110219,GA,Heart Failure (HF) 30-Day Readmissions,199,,1.0556,26.5,25.1,56,7/1/2008,6/30/2011
SOUTH FULTON MEDICAL CENTER,110219,GA,Pneumonia (PN) 30-Day Readmissions,123,,0.9280,17.0,18.3,17,7/1/2008,6/30/2011
PIEDMONT MOUNTAINSIDE HOSPITAL INC,110225,GA,Acute Myocardial Infarction (AMI) 30-Day Readmissions,27,,1.0479,22.4,21.4,8,7/1/2008,6/30/2011
PIEDMONT MOUNTAINSIDE HOSPITAL INC,110225,GA,Heart Failure (HF) 30-Day Readmissions,209,,1.0006,24.4,24.4,51,7/1/2008,6/30/2011
PIEDMONT MOUNTAINSIDE HOSPITAL INC,110225,GA,Pneumonia (PN) 30-Day Readmissions,232,,1.0381,19.8,19.1,48,7/1/2008,6/30/2011
DEKALB MEDICAL CENTER AT HILLANDALE,110226,GA,Acute Myocardial Infarction (AMI) 30-Day Readmissions,23,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
DEKALB MEDICAL CENTER AT HILLANDALE,110226,GA,Heart Failure (HF) 30-Day Readmissions,145,,0.9645,22.9,23.7,31,7/1/2008,6/30/2011
DEKALB MEDICAL CENTER AT HILLANDALE,110226,GA,Pneumonia (PN) 30-Day Readmissions,95,,1.1412,19.0,16.6,25,7/1/2008,6/30/2011
"PIEDMONT NEWNAN HOSPITAL, INC",110229,GA,Acute Myocardial Infarction (AMI) 30-Day Readmissions,78,,1.0638,19.9,18.7,18,7/1/2008,6/30/2011
"PIEDMONT NEWNAN HOSPITAL, INC",110229,GA,Heart Failure (HF) 30-Day Readmissions,292,,1.0412,24.5,23.5,74,7/1/2008,6/30/2011
"PIEDMONT NEWNAN HOSPITAL, INC",110229,GA,Pneumonia (PN) 30-Day Readmissions,217,,0.9473,17.0,17.9,34,7/1/2008,6/30/2011
EMORY JOHNS CREEK HOSPITAL,110230,GA,Acute Myocardial Infarction (AMI) 30-Day Readmissions,47,,0.9051,17.1,18.9,4,7/1/2008,6/30/2011
EMORY JOHNS CREEK HOSPITAL,110230,GA,Heart Failure (HF) 30-Day Readmissions,170,,1.0060,23.3,23.2,40,7/1/2008,6/30/2011
EMORY JOHNS CREEK HOSPITAL,110230,GA,Pneumonia (PN) 30-Day Readmissions,150,,1.0139,16.2,16.0,25,7/1/2008,6/30/2011
THE QUEENS MEDICAL CENTER,120001,HI,Acute Myocardial Infarction (AMI) 30-Day Readmissions,421,,0.9516,16.9,17.7,69,7/1/2008,6/30/2011
THE QUEENS MEDICAL CENTER,120001,HI,Heart Failure (HF) 30-Day Readmissions,412,,0.8501,20.0,23.5,73,7/1/2008,6/30/2011
THE QUEENS MEDICAL CENTER,120001,HI,Pneumonia (PN) 30-Day Readmissions,382,,0.9838,18.0,18.3,68,7/1/2008,6/30/2011
MAUI MEMORIAL MEDICAL CENTER,120002,HI,Acute Myocardial Infarction (AMI) 30-Day Readmissions,67,,0.9056,19.5,21.6,9,7/1/2008,6/30/2011
MAUI MEMORIAL MEDICAL CENTER,120002,HI,Heart Failure (HF) 30-Day Readmissions,145,,0.8974,20.9,23.3,24,7/1/2008,6/30/2011
MAUI MEMORIAL MEDICAL CENTER,120002,HI,Pneumonia (PN) 30-Day Readmissions,202,,0.8664,14.0,16.2,21,7/1/2008,6/30/2011
WAHIAWA GENERAL HOSPITAL,120004,HI,Acute Myocardial Infarction (AMI) 30-Day Readmissions,57,,1.0602,23.7,22.4,16,7/1/2008,6/30/2011
WAHIAWA GENERAL HOSPITAL,120004,HI,Heart Failure (HF) 30-Day Readmissions,105,,1.0212,25.4,24.9,28,7/1/2008,6/30/2011
WAHIAWA GENERAL HOSPITAL,120004,HI,Pneumonia (PN) 30-Day Readmissions,79,,0.9878,17.3,17.5,13,7/1/2008,6/30/2011
HILO MEDICAL CENTER,120005,HI,Acute Myocardial Infarction (AMI) 30-Day Readmissions,185,,0.8548,18.1,21.1,27,7/1/2008,6/30/2011
HILO MEDICAL CENTER,120005,HI,Heart Failure (HF) 30-Day Readmissions,235,,0.9280,22.3,24.1,48,7/1/2008,6/30/2011
HILO MEDICAL CENTER,120005,HI,Pneumonia (PN) 30-Day Readmissions,163,,0.9087,15.3,16.8,20,7/1/2008,6/30/2011
CASTLE MEDICAL CENTER,120006,HI,Acute Myocardial Infarction (AMI) 30-Day Readmissions,111,,1.1444,23.7,20.7,32,7/1/2008,6/30/2011
CASTLE MEDICAL CENTER,120006,HI,Heart Failure (HF) 30-Day Readmissions,172,,1.0525,26.7,25.3,49,7/1/2008,6/30/2011
CASTLE MEDICAL CENTER,120006,HI,Pneumonia (PN) 30-Day Readmissions,143,,1.0375,17.5,16.9,27,7/1/2008,6/30/2011
KUAKINI MEDICAL CENTER,120007,HI,Acute Myocardial Infarction (AMI) 30-Day Readmissions,126,,1.0534,20.5,19.5,28,7/1/2008,6/30/2011
KUAKINI MEDICAL CENTER,120007,HI,Heart Failure (HF) 30-Day Readmissions,220,,0.9423,22.5,23.9,46,7/1/2008,6/30/2011
KUAKINI MEDICAL CENTER,120007,HI,Pneumonia (PN) 30-Day Readmissions,281,,0.9556,15.1,15.8,40,7/1/2008,6/30/2011
KAISER PERMANENTE MEDICAL CENTER - MOA,120011,HI,Acute Myocardial Infarction (AMI) 30-Day Readmissions,20,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
KAISER PERMANENTE MEDICAL CENTER - MOA,120011,HI,Heart Failure (HF) 30-Day Readmissions,31,,0.9529,22.1,23.2,4,7/1/2008,6/30/2011
KAISER PERMANENTE MEDICAL CENTER - MOA,120011,HI,Pneumonia (PN) 30-Day Readmissions,29,,0.9892,15.7,15.9,4,7/1/2008,6/30/2011
WILCOX MEMORIAL HOSPITAL,120014,HI,Acute Myocardial Infarction (AMI) 30-Day Readmissions,27,,1.0134,20.2,19.9,6,7/1/2008,6/30/2011
WILCOX MEMORIAL HOSPITAL,120014,HI,Heart Failure (HF) 30-Day Readmissions,91,,0.9554,22.8,23.8,18,7/1/2008,6/30/2011
WILCOX MEMORIAL HOSPITAL,120014,HI,Pneumonia (PN) 30-Day Readmissions,121,,1.0242,17.1,16.7,22,7/1/2008,6/30/2011
KONA COMMUNITY HOSPITAL,120019,HI,Acute Myocardial Infarction (AMI) 30-Day Readmissions,14,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
KONA COMMUNITY HOSPITAL,120019,HI,Heart Failure (HF) 30-Day Readmissions,52,,1.0109,21.9,21.6,12,7/1/2008,6/30/2011
KONA COMMUNITY HOSPITAL,120019,HI,Pneumonia (PN) 30-Day Readmissions,98,,0.9276,14.1,15.2,10,7/1/2008,6/30/2011
STRAUB CLINIC AND HOSPITAL,120022,HI,Acute Myocardial Infarction (AMI) 30-Day Readmissions,243,,1.0763,18.1,16.9,47,7/1/2008,6/30/2011
STRAUB CLINIC AND HOSPITAL,120022,HI,Heart Failure (HF) 30-Day Readmissions,281,,0.8680,19.6,22.6,47,7/1/2008,6/30/2011
STRAUB CLINIC AND HOSPITAL,120022,HI,Pneumonia (PN) 30-Day Readmissions,250,,0.8818,15.4,17.5,32,7/1/2008,6/30/2011
PALI MOMI MEDICAL CENTER,120026,HI,Acute Myocardial Infarction (AMI) 30-Day Readmissions,111,,1.1871,24.1,20.3,34,7/1/2008,6/30/2011
PALI MOMI MEDICAL CENTER,120026,HI,Heart Failure (HF) 30-Day Readmissions,290,,0.9468,23.2,24.5,64,7/1/2008,6/30/2011
PALI MOMI MEDICAL CENTER,120026,HI,Pneumonia (PN) 30-Day Readmissions,315,,0.9777,16.9,17.3,52,7/1/2008,6/30/2011
NORTH HAWAII COMMUNITY HOSPITAL,120028,HI,Acute Myocardial Infarction (AMI) 30-Day Readmissions,13,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
NORTH HAWAII COMMUNITY HOSPITAL,120028,HI,Heart Failure (HF) 30-Day Readmissions,44,,0.9497,20.3,21.4,6,7/1/2008,6/30/2011
NORTH HAWAII COMMUNITY HOSPITAL,120028,HI,Pneumonia (PN) 30-Day Readmissions,34,,0.9747,15.6,16.0,4,7/1/2008,6/30/2011
ST LUKES MAGIC VALLEY MEDICAL CENTER,130002,ID,Acute Myocardial Infarction (AMI) 30-Day Readmissions,189,,0.9880,16.7,16.9,31,7/1/2008,6/30/2011
ST LUKES MAGIC VALLEY MEDICAL CENTER,130002,ID,Heart Failure (HF) 30-Day Readmissions,279,,0.9295,21.6,23.2,56,7/1/2008,6/30/2011
ST LUKES MAGIC VALLEY MEDICAL CENTER,130002,ID,Pneumonia (PN) 30-Day Readmissions,551,,0.7754,14.2,18.3,65,7/1/2008,6/30/2011
ST JOSEPH REGIONAL MEDICAL CENTER,130003,ID,Acute Myocardial Infarction (AMI) 30-Day Readmissions,27,,0.9930,19.6,19.7,5,7/1/2008,6/30/2011
ST JOSEPH REGIONAL MEDICAL CENTER,130003,ID,Heart Failure (HF) 30-Day Readmissions,143,,0.8808,21.3,24.2,23,7/1/2008,6/30/2011
ST JOSEPH REGIONAL MEDICAL CENTER,130003,ID,Pneumonia (PN) 30-Day Readmissions,259,,0.8438,14.6,17.3,29,7/1/2008,6/30/2011
ST LUKES REGIONAL MEDICAL CENTER,130006,ID,Acute Myocardial Infarction (AMI) 30-Day Readmissions,362,,0.8474,14.2,16.8,45,7/1/2008,6/30/2011
ST LUKES REGIONAL MEDICAL CENTER,130006,ID,Heart Failure (HF) 30-Day Readmissions,499,,0.8685,20.3,23.4,93,7/1/2008,6/30/2011
ST LUKES REGIONAL MEDICAL CENTER,130006,ID,Pneumonia (PN) 30-Day Readmissions,455,,0.8815,15.3,17.3,63,7/1/2008,6/30/2011
ST ALPHONSUS REGIONAL MEDICAL CENTER,130007,ID,Acute Myocardial Infarction (AMI) 30-Day Readmissions,262,,0.8936,14.3,15.9,33,7/1/2008,6/30/2011
ST ALPHONSUS REGIONAL MEDICAL CENTER,130007,ID,Heart Failure (HF) 30-Day Readmissions,293,,0.8742,20.8,23.8,53,7/1/2008,6/30/2011
ST ALPHONSUS REGIONAL MEDICAL CENTER,130007,ID,Pneumonia (PN) 30-Day Readmissions,234,,0.8510,15.1,17.8,27,7/1/2008,6/30/2011
SAINT ALPHONSUS MEDICAL CENTER - NAMPA,130013,ID,Acute Myocardial Infarction (AMI) 30-Day Readmissions,90,,0.8815,15.5,17.6,9,7/1/2008,6/30/2011
SAINT ALPHONSUS MEDICAL CENTER - NAMPA,130013,ID,Heart Failure (HF) 30-Day Readmissions,118,,0.8763,21.0,23.9,17,7/1/2008,6/30/2011
SAINT ALPHONSUS MEDICAL CENTER - NAMPA,130013,ID,Pneumonia (PN) 30-Day Readmissions,149,,0.9550,15.7,16.4,21,7/1/2008,6/30/2011
WEST VALLEY MEDICAL CENTER,130014,ID,Acute Myocardial Infarction (AMI) 30-Day Readmissions,19,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
WEST VALLEY MEDICAL CENTER,130014,ID,Heart Failure (HF) 30-Day Readmissions,118,,0.9305,21.4,23.0,21,7/1/2008,6/30/2011
WEST VALLEY MEDICAL CENTER,130014,ID,Pneumonia (PN) 30-Day Readmissions,149,,0.9721,15.7,16.2,22,7/1/2008,6/30/2011
EASTERN IDAHO REGIONAL MEDICAL CENTER,130018,ID,Acute Myocardial Infarction (AMI) 30-Day Readmissions,244,,0.8661,13.3,15.3,27,7/1/2008,6/30/2011
EASTERN IDAHO REGIONAL MEDICAL CENTER,130018,ID,Heart Failure (HF) 30-Day Readmissions,188,,0.9758,21.0,21.5,38,7/1/2008,6/30/2011
EASTERN IDAHO REGIONAL MEDICAL CENTER,130018,ID,Pneumonia (PN) 30-Day Readmissions,357,,0.8352,12.9,15.4,37,7/1/2008,6/30/2011
MADISON MEMORIAL HOSPITAL,130025,ID,Acute Myocardial Infarction (AMI) 30-Day Readmissions,7,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
MADISON MEMORIAL HOSPITAL,130025,ID,Heart Failure (HF) 30-Day Readmissions,66,,0.9315,19.8,21.2,9,7/1/2008,6/30/2011
MADISON MEMORIAL HOSPITAL,130025,ID,Pneumonia (PN) 30-Day Readmissions,83,,0.9587,14.6,15.2,10,7/1/2008,6/30/2011
PORTNEUF MEDICAL CENTER,130028,ID,Acute Myocardial Infarction (AMI) 30-Day Readmissions,126,,0.8483,12.9,15.2,10,7/1/2008,6/30/2011
PORTNEUF MEDICAL CENTER,130028,ID,Heart Failure (HF) 30-Day Readmissions,227,,0.8669,19.5,22.5,36,7/1/2008,6/30/2011
PORTNEUF MEDICAL CENTER,130028,ID,Pneumonia (PN) 30-Day Readmissions,185,,0.9369,15.9,16.9,26,7/1/2008,6/30/2011
KOOTENAI MEDICAL CENTER,130049,ID,Acute Myocardial Infarction (AMI) 30-Day Readmissions,259,,0.7941,12.6,15.9,24,7/1/2008,6/30/2011
KOOTENAI MEDICAL CENTER,130049,ID,Heart Failure (HF) 30-Day Readmissions,380,,0.8891,21.3,23.9,74,7/1/2008,6/30/2011
KOOTENAI MEDICAL CENTER,130049,ID,Pneumonia (PN) 30-Day Readmissions,391,,0.8689,15.4,17.8,53,7/1/2008,6/30/2011
TREASURE VALLEY HOSPITAL,130063,ID,Acute Myocardial Infarction (AMI) 30-Day Readmissions,0,17,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
TREASURE VALLEY HOSPITAL,130063,ID,Heart Failure (HF) 30-Day Readmissions,0,17,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
TREASURE VALLEY HOSPITAL,130063,ID,Pneumonia (PN) 30-Day Readmissions,0,17,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
MOUNTAIN VIEW HOSPITAL,130065,ID,Acute Myocardial Infarction (AMI) 30-Day Readmissions,0,17,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
MOUNTAIN VIEW HOSPITAL,130065,ID,Heart Failure (HF) 30-Day Readmissions,0,17,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
MOUNTAIN VIEW HOSPITAL,130065,ID,Pneumonia (PN) 30-Day Readmissions,0,17,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
NORTHWEST SPECIALTY HOSPITAL,130066,ID,Acute Myocardial Infarction (AMI) 30-Day Readmissions,0,17,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
NORTHWEST SPECIALTY HOSPITAL,130066,ID,Heart Failure (HF) 30-Day Readmissions,0,17,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
NORTHWEST SPECIALTY HOSPITAL,130066,ID,Pneumonia (PN) 30-Day Readmissions,0,17,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
IDAHO DOCTORS HOSPITAL,130067,ID,Acute Myocardial Infarction (AMI) 30-Day Readmissions,0,17,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
IDAHO DOCTORS HOSPITAL,130067,ID,Heart Failure (HF) 30-Day Readmissions,0,17,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
IDAHO DOCTORS HOSPITAL,130067,ID,Pneumonia (PN) 30-Day Readmissions,1,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
GRAHAM HOSPITAL ASSOCIATION,140001,IL,Acute Myocardial Infarction (AMI) 30-Day Readmissions,10,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
GRAHAM HOSPITAL ASSOCIATION,140001,IL,Heart Failure (HF) 30-Day Readmissions,164,,1.0497,24.5,23.3,43,7/1/2008,6/30/2011
GRAHAM HOSPITAL ASSOCIATION,140001,IL,Pneumonia (PN) 30-Day Readmissions,183,,1.0727,17.7,16.5,36,7/1/2008,6/30/2011
ALTON MEMORIAL HOSPITAL,140002,IL,Acute Myocardial Infarction (AMI) 30-Day Readmissions,108,,0.9342,18.3,19.6,17,7/1/2008,6/30/2011
ALTON MEMORIAL HOSPITAL,140002,IL,Heart Failure (HF) 30-Day Readmissions,346,,0.9551,23.6,24.7,79,7/1/2008,6/30/2011
